tx_price,sqft,lot_size,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,during_recession,two_and_two,property_age,school_score,exterior_walls_Brick,exterior_walls_Brick veneer,exterior_walls_Combination,exterior_walls_Metal,exterior_walls_Missing,exterior_walls_Other,exterior_walls_Siding (Alum/Vinyl),exterior_walls_Wood,roof_Asbestos,roof_Asphalt,roof_Built-up,roof_Composition Shingle,roof_Gravel/Rock,roof_Metal,roof_Missing,roof_Other,roof_Roll Composition,roof_Shake Shingle,roof_Slate,property_type_Apartment / Condo / Townhouse,property_type_Single-Family
377000,709,111513,0.0,213,13,44,30,108,11,91,88,33.0,40.0,96.0,316.0,109.0,0,0,3,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
262500,711,0,0.0,51,9,6,2,43,18,35,42,36.0,49.0,77.0,201.0,69.0,0,0,70,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
216250,712,0,0.0,53,13,7,3,43,19,43,41,36.0,23.0,90.0,187.0,64.0,0,0,60,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
270000,722,0,1.0,101,8,8,11,74,4,30,26,33.0,48.0,85.0,218.0,66.0,0,0,20,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
235000,723,0,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,278.0,85.0,0,0,4,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
225000,724,0,0.0,122,11,27,25,183,12,69,36,57.0,13.0,83.0,118.0,41.0,0,0,51,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
370000,725,0,0.0,198,9,38,26,127,11,72,83,36.0,25.0,91.0,306.0,106.0,1,0,5,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
232000,736,0,1.0,31,3,7,8,77,1,14,11,36.0,47.0,83.0,243.0,74.0,0,0,10,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
281900,737,0,1.0,109,9,7,17,97,5,38,31,32.0,34.0,50.0,229.0,69.0,0,0,5,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
355000,740,0,0.0,201,11,40,28,131,10,73,85,36.0,25.0,91.0,298.0,103.0,0,0,6,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
350000,741,0,0.0,198,9,38,26,127,11,72,83,36.0,25.0,91.0,291.0,101.0,0,0,3,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
231900,750,0,0.0,100,8,9,10,85,9,81,28,35.0,63.0,70.0,118.0,41.0,0,0,41,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
284000,755,0,1.0,41,5,3,4,46,2,31,16,40.0,64.0,77.0,258.0,78.0,1,0,16,30.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
255000,759,0,0.0,150,8,37,23,95,10,73,74,31.0,23.0,81.0,190.0,66.0,1,0,53,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
285850,759,0,1.0,99,9,8,11,103,4,46,34,31.0,30.0,99.0,266.0,81.0,0,0,0,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
249298,759,0,1.0,49,6,4,5,33,1,17,25,27.0,38.0,35.0,251.0,76.0,1,0,0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
380000,760,0,0.0,192,17,40,31,112,11,81,77,31.0,13.0,84.0,291.0,101.0,1,0,20,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
244800,767,0,0.0,54,11,7,4,55,16,39,41,34.0,44.0,90.0,190.0,66.0,1,0,67,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
397400,771,111513,0.0,213,13,44,30,108,11,91,88,33.0,40.0,96.0,345.0,119.0,0,0,0,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
345000,781,0,0.0,54,8,6,3,48,16,37,44,33.0,35.0,72.0,284.0,98.0,0,0,1,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
220000,792,0,1.0,31,5,4,4,33,0,37,11,35.0,50.0,82.0,221.0,67.0,0,0,22,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
279000,796,0,1.0,134,5,22,28,314,7,96,34,64.0,52.0,63.0,286.0,87.0,0,0,28,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
286900,797,0,1.0,58,3,4,11,166,6,36,9,32.0,69.0,70.0,184.0,56.0,0,0,1,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
220000,800,0,1.0,18,1,0,3,15,0,5,11,39.0,64.0,81.0,184.0,56.0,0,0,30,18.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
305000,805,0,0.0,46,8,6,3,51,15,33,37,36.0,37.0,80.0,150.0,49.0,0,0,64,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
409575,805,46609,0.0,193,10,37,27,133,10,74,86,29.0,15.0,82.0,302.0,104.0,0,0,1,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
300367,805,0,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,261.0,79.0,0,0,0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
230000,809,0,0.0,48,7,3,9,49,2,36,48,40.0,41.0,90.0,172.0,60.0,0,0,42,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
270000,810,0,1.0,78,18,15,15,70,6,45,30,45.0,47.0,54.0,190.0,58.0,0,0,30,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
210000,811,0,0.0,60,12,10,10,76,8,36,37,30.0,72.0,34.0,143.0,49.0,1,0,42,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
366700,817,0,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,274.0,83.0,0,0,2,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
238600,834,0,0.0,45,12,9,11,28,7,33,20,43.0,32.0,66.0,185.0,61.0,1,0,21,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
284900,838,0,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,249.0,76.0,0,0,1,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
253000,850,0,0.0,97,15,11,12,97,2,70,25,32.0,13.0,72.0,146.0,48.0,0,0,31,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
305000,850,0,1.0,66,11,5,11,24,5,50,15,56.0,24.0,66.0,200.0,61.0,0,0,22,15.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
280000,850,0,1.0,66,11,5,9,28,5,52,14,56.0,24.0,66.0,180.0,55.0,0,0,19,15.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
411000,855,0,0.0,79,10,11,11,66,6,43,40,36.0,36.0,90.0,298.0,103.0,0,0,1,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
270900,856,0,0.0,65,8,6,7,51,6,33,35,33.0,16.0,72.0,167.0,58.0,0,0,0,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
406250,859,0,0.0,201,11,40,28,131,10,73,85,36.0,25.0,91.0,316.0,109.0,0,0,6,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
365000,866,0,0.0,190,7,34,36,194,12,62,33,32.0,31.0,85.0,277.0,96.0,0,0,26,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
440000,879,0,0.0,198,9,38,25,126,12,72,84,29.0,15.0,82.0,367.0,127.0,0,0,1,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
250000,880,0,0.0,64,8,6,7,51,8,34,33,37.0,42.0,57.0,125.0,43.0,0,0,40,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
350100,900,18730,1.0,44,15,1,4,51,3,20,5,31.0,51.0,47.0,294.0,89.0,0,0,59,12.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
250000,900,0,0.0,119,10,26,25,183,13,70,36,57.0,13.0,83.0,198.0,68.0,1,0,46,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
305000,902,0,1.0,167,7,23,29,340,12,113,51,43.0,64.0,72.0,258.0,78.0,0,0,27,30.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
200000,914,0,1.0,95,18,19,18,92,6,49,21,52.0,33.0,53.0,180.0,54.0,0,0,25,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
371500,917,0,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,319.0,97.0,1,0,6,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
270000,920,0,1.0,33,5,4,5,29,2,21,17,34.0,66.0,72.0,168.0,51.0,0,0,27,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
318000,926,0,0.0,145,7,20,20,83,11,49,73,34.0,32.0,49.0,230.0,79.0,0,0,35,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
408400,933,0,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,310.0,94.0,0,0,0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
325000,934,0,1.0,121,11,10,15,109,13,59,44,52.0,42.0,63.0,180.0,54.0,0,0,12,21.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
239000,945,0,1.0,21,3,1,5,28,3,9,13,48.0,40.0,59.0,184.0,56.0,0,0,23,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
367500,950,0,0.0,192,7,34,37,194,10,61,33,45.0,32.0,79.0,345.0,119.0,0,0,20,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
378000,961,0,0.0,54,8,6,3,48,16,37,44,33.0,35.0,72.0,280.0,97.0,1,0,7,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
269000,966,0,1.0,110,12,10,14,102,12,60,44,52.0,42.0,63.0,241.0,73.0,0,0,10,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
245000,999,0,1.0,88,17,18,18,88,6,47,25,59.0,54.0,57.0,163.0,49.0,0,0,28,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
225000,1005,0,1.0,66,10,5,10,23,6,49,14,56.0,24.0,66.0,184.0,56.0,0,0,32,15.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
302000,1014,0,1.0,101,8,8,11,70,4,30,23,33.0,48.0,85.0,284.0,86.0,1,0,26,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
387900,1050,0,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,310.0,94.0,0,0,0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
560000,1092,0,0.0,194,6,35,39,193,10,63,35,46.0,37.0,90.0,489.0,169.0,0,0,23,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
750000,1322,0,0.0,266,10,53,47,320,35,122,94,28.0,52.0,72.0,666.0,231.0,1,0,3,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
299700,814,96703,0.0,75,11,10,8,91,5,53,40,45.0,60.0,71.0,321.0,93.0,1,0,4,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
779900,1207,0,0.0,164,11,32,31,107,12,62,64,36.0,25.0,75.0,612.0,212.0,0,0,2,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
379000,1489,0,0.0,37,6,5,4,45,10,24,25,39.0,41.0,83.0,258.0,89.0,0,0,67,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
225000,768,0,1.0,8,1,0,3,9,2,10,9,35.0,29.0,73.0,192.0,58.0,0,0,56,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
230000,793,0,1.0,10,1,0,4,10,2,10,10,35.0,29.0,73.0,196.0,59.0,0,0,54,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
328000,800,0,0.0,74,15,13,11,51,18,44,42,33.0,35.0,87.0,219.0,76.0,0,0,55,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
407800,803,33541,0.0,198,9,38,25,127,11,72,83,36.0,25.0,91.0,309.0,107.0,0,0,5,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
470630,814,9686,0.0,146,7,22,20,79,10,49,73,27.0,21.0,94.0,313.0,108.0,0,0,1,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
270000,816,3846,1.0,43,9,4,6,24,0,21,11,38.0,63.0,46.0,340.0,103.0,0,0,66,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
359500,835,0,0.0,38,9,5,4,51,9,32,29,31.0,58.0,93.0,282.0,93.0,0,0,55,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
355000,836,0,0.0,56,7,9,6,64,6,40,41,36.0,36.0,90.0,265.0,92.0,1,0,18,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
283000,845,0,0.0,148,12,20,13,88,13,65,49,44.0,20.0,74.0,182.0,63.0,0,0,64,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
378000,864,1296,1.0,70,9,14,13,59,5,35,45,35.0,47.0,32.0,319.0,106.0,0,0,73,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
255000,870,1306,0.0,5,0,0,0,5,0,0,5,32.0,64.0,57.0,242.0,62.0,0,0,23,21.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
306000,875,0,0.0,51,8,6,2,40,18,33,40,36.0,49.0,77.0,228.0,79.0,1,0,62,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
369900,891,0,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,294.0,89.0,0,0,2,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
326000,893,0,1.0,114,9,10,16,101,10,60,41,32.0,32.0,88.0,303.0,92.0,1,0,8,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
350000,900,0,0.0,51,8,7,4,53,18,37,43,36.0,37.0,80.0,240.0,79.0,0,0,64,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
350000,900,0,0.0,51,8,7,4,53,18,37,43,36.0,37.0,80.0,240.0,79.0,0,0,64,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
396875,912,48787,0.0,189,13,37,31,102,11,75,64,28.0,15.0,86.0,250.0,87.0,0,0,45,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
374900,912,0,0.0,51,8,6,2,40,18,33,40,36.0,49.0,77.0,266.0,92.0,0,0,22,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
232150,920,0,0.0,65,9,9,4,55,17,44,44,36.0,37.0,80.0,240.0,80.0,0,0,62,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
327000,924,0,0.0,50,7,2,6,52,4,37,37,34.0,34.0,66.0,235.0,81.0,0,0,47,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
455900,928,0,0.0,107,9,30,19,89,6,47,58,33.0,65.0,84.0,345.0,119.0,1,0,0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
290000,930,0,0.0,51,9,6,2,45,18,32,42,36.0,49.0,77.0,244.0,84.0,0,0,23,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
301000,930,1135,1.0,92,8,7,9,47,5,45,17,31.0,74.0,59.0,204.0,62.0,0,0,19,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
275000,930,1059,1.0,6,2,0,0,4,0,4,1,36.0,62.0,63.0,233.0,71.0,0,0,16,15.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
531000,931,0,0.0,193,14,42,28,114,11,93,89,33.0,40.0,96.0,414.0,143.0,1,0,5,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
405000,945,14374,1.0,32,6,3,7,27,2,22,12,38.0,64.0,73.0,457.0,139.0,1,0,57,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
336000,950,0,0.0,42,6,7,4,50,14,31,31,39.0,21.0,89.0,276.0,91.0,0,0,73,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
214000,952,0,1.0,129,8,22,25,318,7,102,34,36.0,42.0,67.0,202.0,61.0,1,0,46,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
327500,958,0,0.0,65,8,9,4,55,17,44,42,39.0,21.0,89.0,234.0,77.0,1,0,69,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
251489,959,4918,0.0,1,0,0,0,4,0,0,0,43.0,60.0,36.0,176.0,49.0,1,0,80,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
238900,960,0,1.0,72,9,8,9,100,10,97,25,40.0,68.0,73.0,195.0,59.0,1,0,50,27.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
297000,960,0,1.0,173,11,38,30,106,10,73,72,32.0,24.0,82.0,262.0,91.0,0,0,43,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
235000,960,800,1.0,69,6,5,8,40,4,44,15,30.0,50.0,45.0,204.0,62.0,0,0,29,18.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
210000,960,1820,1.0,6,2,0,0,4,0,4,1,36.0,62.0,63.0,216.0,66.0,1,0,23,15.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
215000,966,0,0.0,96,11,12,7,38,8,39,34,36.0,40.0,81.0,147.0,51.0,1,0,52,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
285000,966,0,1.0,109,12,10,14,103,12,60,44,52.0,42.0,63.0,258.0,78.0,1,0,19,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
239900,976,1120,1.0,95,6,10,6,42,2,51,24,32.0,83.0,31.0,200.0,61.0,0,0,35,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
375500,983,0,0.0,194,6,35,39,193,10,63,35,46.0,37.0,90.0,298.0,103.0,1,0,29,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
415000,993,0,0.0,194,6,35,39,193,10,63,35,46.0,37.0,90.0,336.0,116.0,0,0,22,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
230581,996,0,0.0,72,3,10,10,136,7,46,23,35.0,89.0,59.0,164.0,42.0,0,0,20,21.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
400000,1008,1995,1.0,19,1,3,0,8,1,7,6,41.0,62.0,85.0,254.0,77.0,0,0,19,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
420000,1010,0,0.0,40,8,5,4,50,14,32,33,31.0,58.0,93.0,295.0,98.0,0,0,51,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
292000,1011,0,0.0,96,11,12,7,38,8,39,34,36.0,40.0,81.0,149.0,51.0,0,0,47,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
200000,1015,1615,1.0,185,8,31,32,284,33,173,81,38.0,56.0,55.0,353.0,117.0,0,0,73,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
